Tipo Auxiliar,Horas,Valor Hora,GENERO,FACULTAD,SEDE,SEMESTRAL,Total
Auxiliares Sistemas,192,6900,Mujer,Ingenieria,Armenia,9,1324800
Auxiliares Sistemas,192,6900,Mujer,Ingenieria,Armenia,9,1324800
Auxiliares Administrativos,40,6900,Hombre,Ingenieria,Armenia,9,276000
Auxiliares Sistemas,128,6900,Mujer,Ingenieria,Armenia,6,883200
Auxiliares Sistemas,192,6900,Mujer,Ingenieria,Armenia,6,1324800
Auxiliares Extensión,63,6900,Hombre,Ingenieria,Armenia,10,434700
Auxiliares Investigación,127,6900,Hombre,Ingenieria,Armenia,10,876300
Auxiliares Extensión,92,6900,Hombre,Ingenieria,Armenia,10,634800
Auxiliares Administrativos,148,6900,Mujer,Ingenieria,Armenia,8,1021200
Auxiliares Administrativos,160,6900,Mujer,Ingenieria,Armenia,8,1104000
Auxiliares Administrativos,148,6900,Hombre,Ingenieria,Armenia,7,1021200
Auxiliares Administrativos,26,6900,Hombre,Ingenieria,Armenia,10,179400
Auxiliares Docencia,85,6900,Mujer,Ingenieria,Armenia,7,586500
Auxiliares Docencia,85,6900,Mujer,Ingenieria,Armenia,7,586500
Auxiliares Docencia,166,6900,Mujer,Ingenieria,Armenia,7,1145400
Auxiliares Extensión,88,6900,Hombre,Ingenieria,Armenia,6,607200
Auxiliares Extensión,52,6900,Hombre,Ingenieria,Armenia,1,358800
Auxiliares Administrativos,60,6900,Hombre,Ingenieria,Armenia,8,414000
Auxiliares Sistemas,190,6900,Hombre,Ingenieria,Armenia,3,1311000
Auxiliares Administrativos,150,6900,Hombre,Ingenieria,Armenia,6,1035000
Auxiliares Administrativos,160,6900,Hombre,Ingenieria,Armenia,6,1104000
Auxiliares Administrativos,30,6900,Hombre,Ingenieria,Armenia,7,207000
Auxiliares Extensión,65,6900,Hombre,Ingenieria,Armenia,6,448500
Auxiliares Administrativos,97,6900,Hombre,Ingenieria,Armenia,10,669300
Auxiliares Investigación,80,6900,Hombre,Ingenieria,Armenia,9,552000
Auxiliares Sistemas,192,6900,Hombre,Ingenieria,Armenia,9,1324800
Auxiliares Docencia,63,6900,Mujer,Ingenieria,Armenia,6,434700
Auxiliares Administrativos,41,6900,Hombre,Ingenieria,Armenia,9,282900
Auxiliares Administrativos,60,6900,Hombre,Ingenieria,Armenia,9,414000
Auxiliares Investigación,220,6900,Hombre,Ingenieria,Armenia,9,1518000
Auxiliares Docencia,50,6900,Mujer,Ingenieria,Armenia,8,345000
Auxiliares Administrativos,140,6900,Mujer,Ingenieria,Armenia,8,966000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,10,552000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,10,552000
Auxiliares Docencia,100,6900,Hombre,Ingenieria,Armenia,9,690000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,10,552000
Auxiliares Administrativos,80,6900,Hombre,Ingenieria,Armenia,10,552000
Auxiliares Extensión,76,6900,Hombre,Ingenieria,Armenia,6,524400
Auxiliares Administrativos,97,6900,Hombre,Ingenieria,Armenia,5,669300
Auxiliares Sistemas,200,6900,Hombre,Ingenieria,Armenia,10,1380000
Auxiliares Docencia,82,6900,Hombre,Ingenieria,Armenia,10,565800
Auxiliares Docencia,83,6900,Hombre,Ingenieria,Armenia,10,572700
Auxiliares Docencia,60,6900,Hombre,Ingenieria,Armenia,10,414000
Auxiliares Docencia,63,6900,Hombre,Ingenieria,Armenia,6,434700
Auxiliares Docencia,70,6900,Hombre,Ingenieria,Armenia,6,483000
Auxiliares Docencia,48,6900,Hombre,Ingenieria,Armenia,5,331200
Auxiliares Docencia,30,6900,Hombre,Ingenieria,Armenia,9,207000
Auxiliares Docencia,30,6900,Mujer,Ingenieria,Armenia,5,207000
Auxiliares Docencia,50,6900,Mujer,Ingenieria,Armenia,5,345000
Auxiliares Administrativos,150,6900,Mujer,Ingenieria,Armenia,10,1035000
Auxiliares Administrativos,145,6900,Mujer,Ingenieria,Armenia,2,1000500
Auxiliares Docencia,120,6900,Hombre,Educacion,Armenia,6,828000
Auxiliares Docencia,150,6900,Hombre,Educacion,Armenia,6,1035000
Auxiliares Investigación,150,6900,Mujer,Educacion,Armenia,8,1035000
Auxiliares Docencia,41,6900,Hombre,Educacion,Armenia,7,282900
Auxiliares Docencia,150,6900,Hombre,Educacion,Armenia,7,1035000
Auxiliares Docencia,105,6900,Hombre,Educacion,Armenia,2,724500
Auxiliares Docencia,108,6900,Hombre,Educacion,Armenia,2,745200
Auxiliares Sistemas,112,6900,Mujer,Educacion,Armenia,9,772800
Auxiliares Sistemas,200,6900,Mujer,Educacion,Armenia,9,1380000
Auxiliares Docencia,36,6900,Hombre,Educacion,Armenia,7,248400
Auxiliares Docencia,120,6900,Hombre,Educacion,Armenia,7,828000
Auxiliares Docencia,165,6900,Hombre,Educacion,Armenia,7,1138500
Auxiliares Sistemas,84,6900,Hombre,Educacion,Armenia,7,579600
Auxiliares Sistemas,200,6900,Hombre,Educacion,Armenia,7,1380000
Auxiliares Docencia,30,6900,Mujer,Educacion,Armenia,7,207000
Auxiliares Docencia,84,6900,Mujer,Educacion,Armenia,7,579600
Auxiliares Docencia,96,6900,Hombre,Educacion,Armenia,7,662400
Auxiliares Extensión,220,6900,Mujer,Educacion,Armenia,9,1518000
Auxiliares Docencia,38,6900,Mujer,Educacion,Armenia,7,262200
Auxiliares Docencia,90,6900,Mujer,Educacion,Armenia,7,621000
Auxiliares Docencia,36,6900,Mujer,Educacion,Armenia,3,248400
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,3,1324800
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,3,1324800
Auxiliares Administrativos,100,6900,Mujer,Educacion,Armenia,7,690000
Auxiliares Docencia,120,6900,Mujer,Educacion,Armenia,7,828000
Auxiliares Docencia,75,6900,Mujer,Educacion,Armenia,6,517500
Auxiliares Docencia,135,6900,Mujer,Educacion,Armenia,6,931500
Auxiliares Docencia,35,6900,Mujer,Educacion,Armenia,10,241500
Auxiliares Docencia,48,6900,Mujer,Educacion,Armenia,10,331200
Auxiliares Docencia,90,6900,Mujer,Educacion,Armenia,10,621000
Auxiliares Docencia,108,6900,Mujer,Educacion,Armenia,7,745200
Auxiliares Docencia,120,6900,Mujer,Educacion,Armenia,7,828000
Auxiliares Docencia,144,6900,Hombre,Educacion,Armenia,3,993600
Auxiliares Docencia,165,6900,Hombre,Educacion,Armenia,3,1138500
Auxiliares Administrativos,45,6900,Mujer,Educacion,Armenia,7,310500
Auxiliares Extensión,130,6900,Mujer,Educacion,Armenia,5,897000
Auxiliares Docencia,32,6900,Hombre,Educacion,Armenia,10,220800
Auxiliares Docencia,90,6900,Hombre,Educacion,Armenia,10,621000
Auxiliares Docencia,120,6900,Hombre,Educacion,Armenia,10,828000
Auxiliares Docencia,35,6900,Mujer,Educacion,Armenia,3,241500
Auxiliares Administrativos,100,6900,Mujer,Educacion,Armenia,3,690000
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,7,579600
Auxiliares Docencia,45,6900,Hombre,Educacion,Armenia,9,310500
Auxiliares Docencia,48,6900,Hombre,Educacion,Armenia,7,331200
Auxiliares Docencia,26,6900,Mujer,Educacion,Armenia,7,179400
Auxiliares Docencia,75,6900,Mujer,Educacion,Armenia,7,517500
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,8,1324800
Auxiliares Docencia,84,6900,Hombre,Educacion,Armenia,3,579600
Auxiliares Docencia,45,6900,Hombre,Educacion,Armenia,5,310500
Auxiliares Docencia,120,6900,Hombre,Educacion,Armenia,5,828000
Auxiliares Docencia,150,6900,Hombre,Educacion,Armenia,5,1035000
Auxiliares Docencia,120,6900,Mujer,Educacion,Armenia,3,828000
Auxiliares Docencia,120,6900,Mujer,Educacion,Armenia,3,828000
Auxiliares Docencia,84,6900,Mujer,Educacion,Armenia,3,579600
Auxiliares Sistemas,80,6900,Mujer,Educacion,Armenia,10,552000
Auxiliares Investigación,48,6900,Hombre,Educacion,Armenia,10,331200
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,3,1324800
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,3,1324800
Auxiliares Docencia,96,6900,Hombre,Educacion,Armenia,3,662400
Auxiliares Administrativos,113,6900,Hombre,Educacion,Armenia,5,779700
Auxiliares Investigación,141,6900,Hombre,Educacion,Armenia,10,972900
Auxiliares Docencia,60,6900,Mujer,Educacion,Armenia,7,414000
Auxiliares Docencia,80,6900,Mujer,Educacion,Armenia,5,552000
Auxiliares Sistemas,84,6900,Hombre,Educacion,Armenia,10,579600
Auxiliares Sistemas,200,6900,Hombre,Educacion,Armenia,10,1380000
Auxiliares Sistemas,200,6900,Hombre,Educacion,Armenia,10,1380000
Auxiliares Administrativos,80,6900,Hombre,Educacion,Armenia,4,552000
Auxiliares Investigación,163,6900,Hombre,Educacion,Armenia,6,1124700
Auxiliares Administrativos,66,6900,Hombre,Educacion,Armenia,4,455400
Auxiliares Sistemas,98,6900,Hombre,Educacion,Armenia,4,676200
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,4,1324800
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,4,1324800
Auxiliares Sistemas,84,6900,Hombre,Educacion,Armenia,10,579600
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,10,1324800
Auxiliares Investigación,87,6900,Hombre,Educacion,Armenia,9,600300
Auxiliares Investigación,48,6900,Hombre,Educacion,Armenia,10,331200
Auxiliares Docencia,80,6900,Mujer,Educacion,Armenia,7,552000
Auxiliares Investigación,48,6900,Mujer,Educacion,Armenia,9,331200
Auxiliares Administrativos,113,6900,Mujer,Educacion,Armenia,8,779700
Auxiliares Administrativos,120,6900,Mujer,Educacion,Armenia,8,828000
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,9,1324800
Auxiliares Sistemas,200,6900,Hombre,Educacion,Armenia,9,1380000
Auxiliares Investigación,141,6900,Mujer,Educacion,Armenia,8,972900
Auxiliares Extensión,17,6900,Hombre,Educacion,Armenia,9,117300
Auxiliares Sistemas,84,6900,Hombre,Educacion,Armenia,8,579600
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,8,1324800
Auxiliares Sistemas,200,6900,Hombre,Educacion,Armenia,8,1380000
Auxiliares Docencia,108,6900,Hombre,Educacion,Armenia,9,745200
Auxiliares Administrativos,120,6900,Hombre,Educacion,Armenia,9,828000
Auxiliares Investigación,48,6900,Hombre,Educacion,Armenia,2,331200
Auxiliares Investigación,48,6900,Hombre,Educacion,Armenia,2,331200
Auxiliares Sistemas,91,6900,Hombre,Educacion,Armenia,7,627900
Auxiliares Sistemas,84,6900,Hombre,Educacion,Armenia,10,579600
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,10,1324800
Auxiliares Investigación,163,6900,Mujer,Educacion,Armenia,8,1124700
Auxiliares Sistemas,84,6900,Hombre,Educacion,Armenia,9,579600
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,9,1324800
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,9,1324800
Auxiliares Administrativos,40,6900,Hombre,Educacion,Armenia,9,276000
Auxiliares Investigación,48,6900,Hombre,Educacion,Armenia,10,331200
Auxiliares Investigación,48,6900,Hombre,Educacion,Armenia,10,331200
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,10,579600
Auxiliares Sistemas,200,6900,Mujer,Educacion,Armenia,10,1380000
Auxiliares Investigación,80,6900,Hombre,Educacion,Armenia,8,552000
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,10,579600
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Investigación,80,6900,Mujer,Educacion,Armenia,7,552000
Auxiliares Docencia,170,6900,Mujer,Educacion,Armenia,7,1173000
Auxiliares Administrativos,144,6900,Mujer,Educacion,Armenia,9,993600
Auxiliares Docencia,170,6900,Mujer,Educacion,Armenia,9,1173000
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,4,1324800
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,4,1324800
Auxiliares Investigación,80,6900,Mujer,Educacion,Armenia,7,552000
Auxiliares Extensión,114,6900,Hombre,Educacion,Armenia,8,786600
Auxiliares Docencia,64,6900,Mujer,Educacion,Armenia,7,441600
Auxiliares Docencia,96,6900,Mujer,Educacion,Armenia,7,662400
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,10,579600
Auxiliares Investigación,80,6900,Mujer,Educacion,Armenia,9,552000
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,7,1324800
Auxiliares Administrativos,144,6900,Mujer,Educacion,Armenia,7,993600
Auxiliares Investigación,120,6900,Mujer,Educacion,Armenia,6,828000
Auxiliares Investigación,80,6900,Mujer,Educacion,Armenia,5,552000
Auxiliares Investigación,80,6900,Mujer,Educacion,Armenia,7,552000
Auxiliares Administrativos,144,6900,Mujer,Educacion,Armenia,10,993600
Auxiliares Docencia,170,6900,Mujer,Educacion,Armenia,10,1173000
Auxiliares Docencia,96,6900,Hombre,Educacion,Armenia,8,662400
Auxiliares Investigación,100,6900,Hombre,Educacion,Armenia,8,690000
Auxiliares Docencia,170,6900,Mujer,Educacion,Armenia,7,1173000
Auxiliares Sistemas,98,6900,Hombre,Educacion,Armenia,5,676200
Auxiliares Administrativos,127,6900,Hombre,Educacion,Armenia,6,876300
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,6,1324800
Auxiliares Investigación,159,6900,Mujer,Educacion,Armenia,6,1097100
Auxiliares Investigación,159,6900,Mujer,Educacion,Armenia,6,1097100
Auxiliares Investigación,40,6900,Mujer,Educacion,Armenia,6,276000
Auxiliares Sistemas,84,6900,Hombre,Educacion,Armenia,6,579600
Auxiliares Docencia,103,6900,Hombre,Educacion,Armenia,6,710700
Auxiliares Docencia,132,6900,Hombre,Educacion,Armenia,6,910800
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,6,1324800
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,6,1324800
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Extensión,77,501270,Hombre,Educacion,Armenia,9,38597790
Auxiliares Docencia,21,6900,Mujer,Educacion,Armenia,10,144900
Auxiliares Extensión,78,6900,Mujer,Educacion,Armenia,7,538200
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,10,1324800
Auxiliares Extensión,88,572880,Mujer,Educacion,Armenia,10,50413440
Auxiliares Extensión,48,6900,Mujer,Educacion,Armenia,12,331200
Auxiliares Extensión,77,501270,Hombre,Educacion,Armenia,10,38597790
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,5,1324800
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,5,1324800
Auxiliares Extensión,48,6900,Mujer,Educacion,Armenia,10,331200
Auxiliares Extensión,88,572880,Mujer,Educacion,Armenia,12,50413440
Auxiliares Extensión,48,6900,Mujer,Educacion,Armenia,10,331200
Auxiliares Administrativos,130,6900,Mujer,Educacion,Armenia,9,897000
Auxiliares Administrativos,136,6900,Mujer,Educacion,Armenia,9,938400
Auxiliares Extensión,20,138000,Hombre,Educacion,Armenia,5,2760000
Auxiliares Extensión,130,6900,Mujer,Educacion,Armenia,10,897000
Auxiliares Extensión,88,572880,Hombre,Educacion,Armenia,9,50413440
Auxiliares Administrativos,150,6900,Hombre,Educacion,Armenia,9,1035000
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,10,579600
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,10,579600
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Extensión,66,429660,Mujer,Educacion,Armenia,10,28357560
Auxiliares Extensión,77,501270,Hombre,Educacion,Armenia,10,38597790
Auxiliares Extensión,48,6900,Mujer,Educacion,Armenia,10,331200
Auxiliares Extensión,77,501270,Mujer,Educacion,Armenia,9,38597790
Auxiliares Extensión,48,6900,Mujer,Educacion,Armenia,9,331200
Auxiliares Docencia,132,6900,Mujer,Educacion,Armenia,10,910800
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Sistemas,84,6900,Hombre,Educacion,Armenia,10,579600
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,10,1324800
Auxiliares Extensión,77,501270,Mujer,Educacion,Armenia,10,38597790
Auxiliares Extensión,77,501270,Mujer,Educacion,Armenia,9,38597790
Auxiliares Extensión,66,429660,Mujer,Educacion,Armenia,10,28357560
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,10,579600
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Docencia,21,6900,Mujer,Educacion,Armenia,9,144900
Auxiliares Extensión,130,6900,Mujer,Educacion,Armenia,10,897000
Auxiliares Extensión,66,429660,Hombre,Educacion,Armenia,9,28357560
Auxiliares Extensión,20,138000,Mujer,Educacion,Armenia,6,2760000
Auxiliares Sistemas,190,6900,Mujer,Educacion,Armenia,7,1311000
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,7,1324800
Auxiliares Extensión,88,572880,Mujer,Educacion,Armenia,4,50413440
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,8,579600
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,8,1324800
Auxiliares Administrativos,21,6900,Mujer,Educacion,Armenia,10,144900
Auxiliares Docencia,21,6900,Hombre,Educacion,Armenia,7,144900
Auxiliares Administrativos,136,6900,Mujer,Educacion,Armenia,6,938400
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,6,1324800
Auxiliares Extensión,42,6900,Mujer,Educacion,Armenia,8,289800
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Sistemas,84,6900,Hombre,Educacion,Armenia,5,579600
Auxiliares Extensión,65,6900,Hombre,Educacion,Armenia,1,448500
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,5,579600
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,5,1324800
Auxiliares Extensión,20,138000,Hombre,Educacion,Armenia,6,2760000
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,10,579600
Auxiliares Docencia,110,6900,Hombre,Educacion,Armenia,7,759000
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,10,579600
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Extensión,65,6900,Mujer,Educacion,Armenia,9,448500
Auxiliares Docencia,100,6900,Hombre,Educacion,Armenia,10,690000
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,8,1324800
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,8,1324800
Auxiliares Extensión,88,572880,Mujer,Educacion,Armenia,9,50413440
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Extensión,77,501270,Mujer,Educacion,Armenia,10,38597790
Auxiliares Docencia,132,6900,Hombre,Educacion,Armenia,6,910800
Auxiliares Extensión,77,501270,Hombre,Educacion,Armenia,10,38597790
Auxiliares Sistemas,84,6900,Hombre,Educacion,Armenia,10,579600
Auxiliares Docencia,132,6900,Hombre,Educacion,Armenia,10,910800
Auxiliares Extensión,66,429660,Mujer,Educacion,Armenia,10,28357560
Auxiliares Administrativos,105,6900,Mujer,Educacion,Armenia,8,724500
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,7,579600
Auxiliares Docencia,110,6900,Mujer,Educacion,Armenia,7,759000
Auxiliares Administrativos,80,6900,Hombre,Educacion,Armenia,6,552000
Auxiliares Administrativos,105,6900,Hombre,Educacion,Armenia,6,724500
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,10,579600
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Extensión,88,572880,Mujer,Educacion,Armenia,9,50413440
Auxiliares Extensión,66,429660,Mujer,Educacion,Armenia,9,28357560
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,9,579600
Auxiliares Sistemas,196,6900,Mujer,Educacion,Armenia,9,1352400
Auxiliares Extensión,48,6900,Mujer,Educacion,Armenia,9,331200
Auxiliares Administrativos,21,6900,Mujer,Educacion,Armenia,5,144900
Auxiliares Administrativos,100,6900,Mujer,Educacion,Armenia,5,690000
Auxiliares Extensión,48,6900,Mujer,Educacion,Armenia,10,331200
Auxiliares Extensión,20,138000,Mujer,Educacion,Armenia,9,2760000
Auxiliares Extensión,77,501270,Mujer,Educacion,Armenia,10,38597790
Auxiliares Extensión,86,6900,Mujer,Educacion,Armenia,3,593400
Auxiliares Extensión,81,6900,Mujer,Educacion,Armenia,2,558900
Auxiliares Extensión,26,6900,Mujer,Educacion,Armenia,2,179400
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,3,1324800
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,3,1324800
Auxiliares Extensión,130,6900,Hombre,Educacion,Armenia,1,897000
Auxiliares Extensión,20,138000,Mujer,Educacion,Armenia,2,2760000
Auxiliares Extensión,63,6900,Mujer,Educacion,Armenia,2,434700
Auxiliares Extensión,65,6900,Mujer,Educacion,Armenia,2,448500
Auxiliares Extensión,60,6900,Mujer,Educacion,Armenia,3,414000
Auxiliares Docencia,64,6900,Mujer,Educacion,Armenia,4,441600
Auxiliares Administrativos,130,6900,Hombre,Educacion,Armenia,8,897000
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,6,579600
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,6,1324800
Auxiliares Sistemas,200,6900,Mujer,Educacion,Armenia,6,1380000
Auxiliares Docencia,170,6900,Mujer,Educacion,Armenia,7,1173000
Auxiliares Docencia,100,6900,Mujer,Educacion,Armenia,4,690000
Auxiliares Docencia,145,6900,Mujer,Educacion,Armenia,4,1000500
Auxiliares Docencia,100,6900,Hombre,Educacion,Armenia,4,690000
Auxiliares Docencia,130,6900,Hombre,Educacion,Armenia,4,897000
Auxiliares Extensión,150,6900,Hombre,Educacion,Armenia,4,1035000
Auxiliares Administrativos,199,6900,Hombre,Educacion,Armenia,10,1373100
Auxiliares Sistemas,84,6900,Hombre,Educacion,Armenia,7,579600
Auxiliares Investigación,150,6900,Hombre,Educacion,Armenia,6,1035000
Auxiliares Investigación,150,6900,Mujer,Educacion,Armenia,7,1035000
Auxiliares Docencia,94,6900,Hombre,Educacion,Armenia,11,648600
Auxiliares Extensión,96,6900,Hombre,Educacion,Armenia,7,662400
Auxiliares Extensión,220,6900,Hombre,Educacion,Armenia,7,1518000
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,8,1324800
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,8,1324800
Auxiliares Docencia,45,6900,Hombre,Educacion,Armenia,1,310500
Auxiliares Docencia,100,6900,Hombre,Educacion,Armenia,1,690000
Auxiliares Docencia,100,6900,Hombre,Educacion,Armenia,3,690000
Auxiliares Administrativos,48,6900,Mujer,Educacion,Armenia,7,331200
Auxiliares Administrativos,190,6900,Mujer,Educacion,Armenia,7,1311000
Auxiliares Administrativos,199,6900,Mujer,Educacion,Armenia,7,1373100
Auxiliares Investigación,120,6900,Hombre,Educacion,Armenia,4,828000
Auxiliares Administrativos,199,6900,Hombre,Educacion,Armenia,7,1373100
Auxiliares Administrativos,190,6900,Hombre,Educacion,Armenia,7,1311000
Auxiliares Administrativos,199,6900,Hombre,Educacion,Armenia,7,1373100
Auxiliares Investigación,279,6900,Hombre,Educacion,Armenia,6,1925100
Auxiliares Investigación,173,6900,Hombre,Educacion,Armenia,11,1193700
Auxiliares Docencia,145,6900,Hombre,Educacion,Armenia,10,1000500
Auxiliares Investigación,173,6900,Hombre,Educacion,Armenia,10,1193700
Auxiliares Docencia,145,6900,Hombre,Educacion,Armenia,11,1000500
Auxiliares Investigación,144,6900,Mujer,Educacion,Armenia,8,993600
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,10,579600
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Administrativos,150,6900,Mujer,Educacion,Armenia,10,1035000
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Hombre,Educacion,Armenia,10,1324800
Auxiliares Administrativos,170,6900,Mujer,Educacion,Armenia,9,1173000
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,10,579600
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,10,579600
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Administrativos,144,6900,Mujer,Educacion,Armenia,10,993600
Auxiliares Administrativos,170,6900,Mujer,Educacion,Armenia,10,1173000
Auxiliares Investigación,120,6900,Mujer,Educacion,Armenia,9,828000
Auxiliares Sistemas,84,6900,Mujer,Educacion,Armenia,10,579600
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,10,1324800
Auxiliares Administrativos,100,6900,Mujer,Educacion,Armenia,8,690000
Auxiliares Docencia,20,6900,Mujer,Educacion,Armenia,6,138000
Auxiliares Administrativos,60,6900,Mujer,Educacion,Armenia,6,414000
Auxiliares Administrativos,95,6900,Mujer,Educacion,Armenia,6,655500
Auxiliares Administrativos,105,6900,Mujer,Educacion,Armenia,6,724500
Auxiliares Sistemas,186,6900,Mujer,Educacion,Armenia,6,1283400
Auxiliares Sistemas,192,6900,Mujer,Educacion,Armenia,6,1324800
Auxiliares Investigación,270,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,4,1863000
Auxiliares Investigación,290,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,4,2001000
Auxiliares Investigación,289,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,4,1994100
Auxiliares Investigación,289,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,4,1994100
Auxiliares Investigación,300,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,2,2070000
Auxiliares Docencia,80,6900,Hombre,Ciencias de la Salud,Armenia,4,552000
Auxiliares Docencia,160,6900,Hombre,Ciencias de la Salud,Armenia,2,1104000
Auxiliares Docencia,80,6900,Mujer,Ciencias de la Salud,Armenia,4,552000
Auxiliares Investigación,145,6900,Hombre,Educacion,Armenia,4,1000500
Auxiliares Investigación,279,6900,Hombre,Educacion,Armenia,4,1925100
Auxiliares Extensión,100,6510,Hombre,Ingenieria,Armenia,2,651000
Auxiliares Sistemas,84,6900,Mujer,Ciencias de la Salud,Armenia,9,579600
Auxiliares Extensión,30,6900,Mujer,Ciencias de la Salud,Armenia,9,207000
Auxiliares Sistemas,84,6900,Hombre,Ciencias de la Salud,Armenia,12,579600
Auxiliares Extensión,50,6900,Mujer,Ciencias de la Salud,Armenia,9,345000
Auxiliares Sistemas,84,6900,Hombre,Ciencias de la Salud,Armenia,9,579600
Auxiliares Sistemas,84,6900,Hombre,Ciencias de la Salud,Armenia,10,579600
